Year,CountyCode,County,HarvestedAcres,Yield,Production,Price
2016,31,Kings,3730.0,13.62,50800.0,286.22
2016,33,Lake,8230.0,5.65,46500.0,1691.27
2016,39,Madera,37300.0,11.23,419000.0,314.01
2016,41,Marin,182.0,1.37,250.0,3468.0
2016,43,Mariposa,73.0,0.52,38.0,1263.16
2016,45,Mendocino,16900.0,3.39,57300.0,1540.79
2016,47,Merced,13600.0,11.18,152000.0,525.6
2016,53,Monterey,44800.0,3.84,172000.0,1388.91
2016,55,Napa,43400.0,3.53,153000.0,4768.02
2016,57,Nevada,417.0,3.33,1390.0,1386.33
2016,61,Placer,265.0,3.11,823.0,1245.44
2016,65,Riverside,2630.0,2.09,5500.0,1746.18
2016,67,Sacramento,33900.0,8.5,288000.0,639.59
2016,69,SanBenito,4380.0,4.86,21300.0,1460.89
2016,71,SanBernardino,268.0,0.72,192.0,1463.54
2016,73,SanDiego,930.0,2.71,2520.0,1192.46
2016,77,SanJoaquin,98000.0,7.31,716000.0,594.67
2016,79,SanLuisObispo,40300.0,3.87,156000.0,1557.05
2016,81,SanMateo,152.0,,,
2016,83,SantaBarbara,21300.0,3.87,82500.0,1837.94
2016,85,SantaClara,1580.0,2.84,4490.0,1703.56
2016,87,SantaCruz,626.0,2.43,1520.0,2988.82
2016,89,Shasta,160.0,1.7,272.0,1110.29
2016,95,Solano,4110.0,5.79,23800.0,821.85
2016,97,Sonoma,60000.0,3.77,226000.0,2595.21
2016,105,Trinity,44.0,1.93,85.0,1729.41
2016,107,Tulare,9940.0,15.29,152000.0,303.0
2016,113,Yolo,14500.0,7.1,103000.0,788.97
2015,1,Alameda,2400.0,4.14,9940.0,1529.98
2015,5,Amador,4530.0,2.49,11300.0,1294.78
2015,9,Calaveras,900.0,1.9,1710.0,1300.0
2015,11,Colusa,1820.0,8.35,15200.0,463.82
2015,13,ContraCosta,1900.0,4.44,8430.0,874.02
2015,17,ElDorado,2220.0,2.42,5370.0,1508.19
2015,19,Fresno,60200.0,12.79,770000.0,312.55
2015,29,Kern,30000.0,8.63,259000.0,303.26
2015,31,Kings,3330.0,12.19,40600.0,261.01
2015,33,Lake,8060.0,4.81,38800.0,1633.76
2015,39,Madera,39000.0,11.44,446000.0,302.0
2015,41,Marin,175.0,0.59,103.0,3368.93
2015,43,Mariposa,73.0,0.52,38.0,1263.16
2015,45,Mendocino,16900.0,3.39,57300.0,1540.79
2015,47,Merced,13700.0,9.2,126000.0,424.01
2015,53,Monterey,44300.0,3.16,140000.0,1328.04
2015,55,Napa,43000.0,2.88,124000.0,4410.76
2015,57,Nevada,352.0,1.87,659.0,1349.01
2015,61,Placer,215.0,1.63,350.0,1488.57
2015,65,Riverside,2630.0,3.8,10000.0,1363.9
2015,67,Sacramento,31200.0,7.12,222000.0,577.18
2015,69,SanBenito,4120.0,3.37,13900.0,1321.8
2015,71,SanBernardino,373.0,0.46,171.0,608.19
2015,73,SanDiego,969.0,3.0,2910.0,1454.64
2015,77,SanJoaquin,97900.0,6.23,610000.0,576.15
2015,79,SanLuisObispo,39000.0,2.53,98800.0,1482.14
2015,81,SanMateo,165.0,,,
2015,83,SantaBarbara,21300.0,3.12,66400.0,1599.37
2015,85,SantaClara,1540.0,2.09,3220.0,1710.87
2015,87,SantaCruz,656.0,1.26,827.0,2844.01
2015,89,Shasta,160.0,1.2,192.0,817.71
2015,95,Solano,4440.0,4.03,17900.0,837.32
2015,97,Sonoma,58200.0,3.14,183000.0,2440.1
2015,107,Tulare,8860.0,16.25,144000.0,297.0
2015,113,Yolo,13300.0,6.84,91000.0,774.31
2014,1,Alameda,2420.0,4.38,10600.0,1486.42
2014,5,Amador,3900.0,3.18,12400.0,1271.85
2014,9,Calaveras,900.0,2.18,1960.0,1391.33
2014,11,Colusa,2170.0,8.29,18000.0,548.61
2014,17,ElDorado,2110.0,2.53,5340.0,1420.04
2014,19,Fresno,58700.0,11.24,660000.0,391.95
2014,29,Kern,27800.0,9.82,273000.0,314.21
2014,31,Kings,4800.0,11.96,57400.0,289.79
2014,33,Lake,8070.0,4.8,38700.0,1521.11
2014,39,Madera,40300.0,9.73,392000.0,336.81
2014,41,Marin,175.0,1.86,325.0,2163.08
2014,43,Mariposa,77.0,0.77,59.0,1118.64
2014,45,Mendocino,16900.0,3.67,62000.0,1511.15
2014,47,Merced,12900.0,8.6,111000.0,300.92
2014,53,Monterey,46000.0,4.35,200000.0,1236.79
2014,55,Napa,43600.0,4.04,176000.0,4061.43
2014,57,Nevada,342.0,3.86,1320.0,1341.67
2014,61,Placer,212.0,2.57,545.0,1390.83
2014,65,Riverside,2720.0,3.93,10700.0,1274.3
2014,67,Sacramento,30000.0,7.5,225000.0,581.62
2014,69,SanBenito,4470.0,2.86,12800.0,1198.05
2014,71,SanBernardino,270.0,0.53,144.0,798.61
2014,73,SanDiego,923.0,4.6,4250.0,1545.41
2014,77,SanJoaquin,102000.0,8.0,816000.0,590.0
2014,79,SanLuisObispo,37400.0,3.82,143000.0,1425.07
2014,81,SanMateo,154.0,,,
2014,83,SantaBarbara,21100.0,4.29,90600.0,1713.64
2014,85,SantaClara,1600.0,3.53,5640.0,1483.69
2014,87,SantaCruz,654.0,2.55,1670.0,2921.56
2014,89,Shasta,160.0,2.9,464.0,1133.62
2014,95,Solano,4380.0,5.25,23000.0,766.13
2014,97,Sonoma,58300.0,4.39,256000.0,2315.62
2014,107,Tulare,11200.0,15.98,179000.0,311.0
2014,113,Yolo,12600.0,7.37,92800.0,743.1
2013,1,Alameda,2800.0,5.82,16300.0,979.45
2013,5,Amador,4040.0,3.61,14600.0,1281.71
2013,9,Calaveras,910.0,2.7,2460.0,1388.21
2013,11,Colusa,2460.0,8.29,20400.0,638.82
2013,17,ElDorado,2120.0,2.71,5740.0,1395.64
2013,19,Fresno,54571.0,13.12,716000.0,409.68
2013,29,Kern,27200.0,11.18,304000.0,408.35
2013,31,Kings,4280.0,13.62,58300.0,326.9
2013,33,Lake,8250.0,5.28,43600.0,1406.88
2013,39,Madera,40000.0,11.05,442000.0,383.71
2013,41,Marin,175.0,1.75,306.0,2856.21
2013,43,Mariposa,110.0,1.15,127.0,1283.46
2013,45,Mendocino,16800.0,4.64,77900.0,1452.37
2013,47,Merced,12400.0,12.02,149000.0,424.19
2013,51,Mono,25.0,3.0,75.0,637.33
2013,53,Monterey,43000.0,4.3,185000.0,1226.93
2013,55,Napa,43600.0,4.01,175000.0,3749.91
2013,57,Nevada,424.0,2.92,1240.0,1521.77
2013,61,Placer,211.0,3.55,750.0,1225.33
2013,65,Riverside,2670.0,4.01,10700.0,1274.21
2013,67,Sacramento,29000.0,8.41,244000.0,533.26
2013,69,SanBenito,3890.0,4.06,15800.0,1377.97
2013,71,SanBernardino,270.0,0.69,185.0,978.38
2013,73,SanDiego,842.0,5.0,4210.0,1547.03
2013,77,SanJoaquin,96400.0,8.93,861000.0,576.5
2013,79,SanLuisObispo,36300.0,4.55,165000.0,1335.48
2013,81,SanMateo,153.0,,,
2013,83,SantaBarbara,21000.0,4.16,87400.0,1869.13
2013,85,SantaClara,1590.0,3.84,6100.0,1442.95
2013,87,SantaCruz,656.0,2.71,1780.0,2584.83
2013,89,Shasta,160.0,2.0,320.0,1162.5
2013,95,Solano,3910.0,5.42,21200.0,848.92
2013,97,Sonoma,59800.0,4.53,271000.0,2232.72
2013,105,Trinity,114.0,2.33,266.0,1214.29
2013,107,Tulare,10900.0,16.24,177000.0,368.0
2013,113,Yolo,13000.0,7.77,101000.0,688.05
2012,1,Alameda,2940.0,3.74,11000.0,1251.27
2012,5,Amador,4000.0,3.25,13000.0,1183.38
2012,9,Calaveras,910.0,2.5,2275.0,1236.92
2012,11,Colusa,2450.0,10.29,25200.0,594.56
2012,17,ElDorado,2060.0,2.75,5675.0,1378.68
2012,19,Fresno,86700.0,10.38,900000.0,385.48
2012,29,Kern,35800.0,10.59,379000.0,382.74
2012,31,Kings,4110.0,12.9,53000.0,315.06
2012,33,Lake,8160.0,4.26,34800.0,1375.86
2012,39,Madera,51100.0,10.84,554000.0,374.78
2012,41,Marin,186.0,2.08,387.0,3170.54
2012,43,Mariposa,104.0,0.99,103.0,1135.92
2012,45,Mendocino,16800.0,4.23,71100.0,1438.9
2012,47,Merced,12200.0,11.23,137000.0,421.8
2012,51,Mono,3.0,25.0,75.0,653.33
2012,53,Monterey,45100.0,3.81,172000.0,1247.49
2012,55,Napa,43200.0,4.24,183000.0,3585.99
2012,57,Nevada,312.0,2.75,858.0,1393.94
2012,61,Placer,197.0,3.55,699.0,1100.14
2012,65,Riverside,2740.0,3.15,8620.0,1240.37
2012,67,Sacramento,32400.0,8.09,262000.0,570.74
2012,69,SanBenito,3650.0,4.77,17400.0,1097.53
2012,71,SanBernardino,317.0,2.01,638.0,598.75
2012,73,SanDiego,752.0,6.4,4810.0,1149.69
2012,77,SanJoaquin,109000.0,8.18,892000.0,605.72
2012,79,SanLuisObisp,36600.0,4.1,150000.0,1319.6
2012,81,SanMateo,131.0,,,
2012,83,SantaBarbara,20500.0,3.26,66800.0,1363.88
2012,85,SantaClara,1580.0,3.92,6190.0,1170.92
2012,87,SantaCruz,630.0,3.16,1990.0,2701.01
2012,89,Shasta,160.0,1.5,240.0,975.0
2012,95,Solano,4040.0,5.89,23800.0,831.01
2012,97,Sonoma,58300.0,4.58,267000.0,2183.3
2012,105,Trinity,114.0,2.33,266.0,1214.29
2012,107,Tulare,15900.0,13.65,217000.0,348.53
2012,113,Yolo,12200.0,7.84,95700.0,692.72
2011,1,Alameda,2650.0,3.47,9190.0,1296.63
2011,5,Amador,3480.0,2.93,10200.0,1144.71
2011,9,Calaveras,900.0,2.4,2160.0,1350.0
2011,11,Colusa,2400.0,7.25,17400.0,615.52
2011,17,ElDorado,2010.0,2.12,4270.0,1203.04
2011,19,Fresno,68900.0,13.13,905000.0,335.5
2011,29,Kern,35000.0,11.66,408000.0,331.26
2011,31,Kings,3590.0,15.1,54200.0,308.67
2011,33,Lake,8180.0,4.16,34000.0,1176.26
2011,39,Madera,48900.0,10.82,529000.0,307.56
2011,41,Marin,186.0,1.03,191.0,4623.04
2011,43,Mariposa,106.0,0.75,80.0,1165.0
2011,45,Mendocino,16700.0,3.44,57400.0,1247.32
2011,47,Merced,11600.0,10.09,117000.0,428.88
2011,51,Mono,4.0,23.5,94.0,670.21
2011,53,Monterey,43000.0,2.88,124000.0,1136.9
2011,55,Napa,43600.0,2.8,122000.0,3470.84
2011,57,Nevada,343.0,5.19,1780.0,1101.12
2011,61,Placer,190.0,1.94,368.0,1089.67
2011,65,Riverside,2772.0,2.3,6380.0,1050.31
2011,67,Sacramento,27200.0,6.51,177000.0,525.01
2011,69,SanBenito,3650.0,3.75,13700.0,1026.06
2011,71,SanBernardino,317.0,2.23,708.0,382.77
2011,73,SanDiego,416.0,2.0,832.0,1086.54
2011,77,SanJoaquin,92600.0,5.6,519000.0,550.56
2011,79,SanLuisObispo,35100.0,3.28,115000.0,1128.16
2011,81,SanMateo,135.0,,,
2011,83,SantaBarbara,20500.0,2.93,60100.0,1280.52
2011,85,SantaClara,1550.0,3.17,4910.0,1344.4
2011,87,SantaCruz,644.0,1.04,670.0,2398.51
2011,89,Shasta,150.0,2.4,360.0,1050.0
2011,95,Solano,3900.0,3.67,14300.0,728.6
2011,97,Sonoma,58100.0,2.87,167000.0,2078.32
2011,105,Trinity,114.0,2.33,266.0,1214.29
2011,107,Tulare,21700.0,11.89,258000.0,306.47
2011,113,Yolo,12000.0,6.8,81600.0,597.51
2011,115,Yuba,57.0,2.19,125.0,1144.0
2010,1,Alameda,2240.0,5.63,12600.0,906.27
2010,5,Amador,3430.0,2.92,10000.0,1038.3
2010,9,Calaveras,800.0,3.0,2400.0,1300.0
2010,17,ElDorado,1950.0,2.39,4670.0,1049.04
2010,19,Fresno,60100.0,14.69,883000.0,279.97
2010,29,Kern,34100.0,13.26,452000.0,264.38
2010,31,Kings,4130.0,11.84,48900.0,255.32
2010,33,Lake,7940.0,4.04,32100.0,1109.66
2010,39,Madera,47600.0,10.4,495000.0,243.46
2010,41,Marin,186.0,1.11,207.0,5125.6
2010,43,Mariposa,95.0,1.03,98.0,820.41
2010,45,Mendocino,16700.0,3.95,65900.0,1121.46
2010,47,Merced,11200.0,9.02,101000.0,334.29
2010,51,Mono,25.0,3.52,88.0,647.73
2010,53,Monterey,43300.0,4.09,177000.0,976.93
2010,55,Napa,43300.0,3.21,139000.0,3265.35
2010,57,Nevada,236.0,3.12,736.0,1402.17
2010,61,Placer,226.0,2.0,452.0,1070.8
2010,65,Riverside,2100.0,3.2,6710.0,1093.74
2010,67,Sacramento,24600.0,8.41,207000.0,447.13
2010,69,SanBenito,3690.0,5.12,18900.0,894.66
2010,71,SanBernardino,546.0,1.15,626.0,538.34
2010,73,SanDiego,447.0,1.7,760.0,1032.89
2010,77,SanJoaquin,95100.0,5.7,542000.0,456.9
2010,79,SanLuisObispo,33800.0,5.15,174000.0,997.46
2010,81,SanMateo,137.0,,,
2010,83,SantaBarbara,21800.0,3.79,82700.0,1177.45
2010,85,SantaClara,1530.0,3.59,5490.0,1285.79
2010,87,SantaCruz,607.0,2.22,1350.0,2271.11
2010,89,Shasta,160.0,3.8,608.0,1049.34
2010,95,Solano,3620.0,3.76,13600.0,681.99
2010,97,Sonoma,56500.0,3.4,192000.0,2033.58
2010,105,Trinity,114.0,2.33,266.0,1214.29
2010,107,Tulare,18700.0,12.62,236000.0,260.17
2010,113,Yolo,11400.0,6.62,75500.0,604.64
2010,115,Yuba,76.0,4.3,327.0,1339.45
2009,1,Alameda,2410.0,5.02,12110.0,1158.13
2009,5,Amador,3410.0,3.2,10912.0,1046.0
2009,9,Calaveras,800.0,3.5,2800.0,1200.0
2009,17,ElDorado,1760.0,2.93,5165.0,1139.48
2009,19,Fresno,64376.0,12.48,803560.0,253.16
2009,29,Kern,34260.0,10.48,358900.0,273.03
2009,31,Kings,4122.0,12.3,50698.0,283.86
2009,33,Lake,7715.0,4.1,31623.0,1215.9
2009,39,Madera,50300.0,9.8,493153.0,241.25
2009,41,Marin,193.0,1.27,246.0,3186.59
2009,43,Mariposa,90.0,1.11,100.0,1050.0
2009,45,Mendocino,16616.0,3.59,59617.0,1316.78
2009,47,Merced,11317.0,11.36,128596.0,325.21
2009,53,Monterey,41114.0,4.99,205000.0,1161.38
2009,55,Napa,43031.0,3.32,142976.0,3462.25
2009,57,Nevada,248.0,10.44,2590.0,542.63
2009,61,Placer,211.0,2.4,506.0,997.04
2009,65,Riverside,1891.0,3.45,6524.0,1085.99
2009,67,Sacramento,25110.0,7.6,190836.0,495.5
2009,69,SanBenito,3806.0,4.75,18079.0,1042.98
2009,71,SanBernardino,246.0,2.17,534.0,1637.27
2009,73,SanDiego,489.0,1.5,734.0,1203.13
2009,77,SanJoaquin,91170.0,7.42,676410.0,419.47
2009,79,SanLuisObispo,34100.0,4.32,147380.0,1128.9
2009,81,SanMateo,135.0,,,
2009,83,SantaBarbara,22050.0,4.5,99225.0,1385.0
2009,85,SantaClara,1516.0,3.7,5609.0,1244.96
2009,87,SantaCruz,629.0,2.31,1453.0,2229.18
2009,89,Shasta,190.0,3.5,665.0,1120.0
2009,95,Solano,3731.0,4.72,17607.0,691.86
2009,97,Sonoma,56306.0,3.78,212675.0,2186.61
2009,105,Trinity,114.0,,,
2009,107,Tulare,17829.0,12.29,219160.0,252.5
2009,113,Yolo,13187.0,7.63,100643.0,560.63
2009,115,Yuba,91.0,3.87,352.0,1383.52
2008,1,Alameda,2526.0,3.73,9417.0,911.76
2008,5,Amador,3754.0,3.2,12013.0,1238.98
2008,9,Calaveras,600.0,1.95,1170.0,1100.0
2008,17,ElDorado,1901.0,2.2,4182.0,1250.38
2008,19,Fresno,69631.0,14.94,1040100.0,250.93
2008,29,Kern,36830.0,11.18,411800.0,265.52
2008,31,Kings,3831.0,9.74,37306.0,245.72
2008,33,Lake,8004.0,3.5,27974.0,1223.53
2008,39,Madera,55200.0,10.06,555466.0,250.29
2008,41,Marin,195.0,1.02,199.0,3537.19
2008,43,Mariposa,100.0,1.48,148.0,1175.68
2008,45,Mendocino,16400.0,2.79,45779.0,1355.36
2008,47,Merced,11075.0,9.73,107757.0,315.4
2008,53,Monterey,40144.0,5.01,201000.0,1185.9
2008,55,Napa,42870.0,2.7,115864.0,3451.57
2008,57,Nevada,402.0,2.96,1189.0,1280.82
2008,61,Placer,212.0,2.31,490.0,1015.71
2008,65,Riverside,2165.0,1.85,4005.0,1121.07
2008,67,Sacramento,24464.0,5.36,131125.0,513.8
2008,69,SanBenito,3806.0,3.3,12560.0,1107.01
2008,71,SanBernardino,171.0,3.89,665.0,1008.27
2008,73,SanDiego,365.0,1.7,621.0,1020.13
2008,77,SanJoaquin,89025.0,5.28,470060.0,469.39
2008,79,SanLuisObispo,34622.0,2.99,103507.0,1199.2
2008,81,SanMateo,96.0,,,
2008,83,SantaBarbara,21643.0,2.86,61797.0,1394.05
2008,85,SantaClara,1510.0,3.0,4530.0,1426.05
2008,87,SantaCruz,612.0,1.93,1181.0,2488.57
2008,95,Solano,4002.0,3.53,14137.0,782.68
2008,97,Sonoma,55431.0,3.05,168992.0,2255.09
2008,105,Trinity,114.0,,,
2008,107,Tulare,21728.0,11.94,259420.0,250.51
2008,113,Yolo,12002.0,6.45,77402.0,542.7
