,Film,Year,Body_Count,MPAA_Rating,Genre,Director,Length_Minutes,IMDB_Rating,Film_Count,Body_Count_Min
0,24 Hour Party People,2002,7.0,R,Biography,Michael Winterbottom,117,7.3,1,0.05982905982905983
1,24 Hour Party People,2002,7.0,R,Comedy,Michael Winterbottom,117,7.3,1,0.05982905982905983
2,24 Hour Party People,2002,7.0,R,Drama,Michael Winterbottom,117,7.3,1,0.05982905982905983
3,24 Hour Party People,2002,7.0,R,Music,Michael Winterbottom,117,7.3,1,0.05982905982905983
4,28 Days Later,2002,53.0,R,Horror,Danny Boyle,113,7.6,1,0.4690265486725664
5,28 Days Later,2002,53.0,R,Sci-Fi,Danny Boyle,113,7.6,1,0.4690265486725664
6,28 Days Later,2002,53.0,R,Thriller,Danny Boyle,113,7.6,1,0.4690265486725664
7,28 Weeks Later,2007,212.0,R,Horror,Juan Carlos Fresnadillo,100,7.0,1,2.12
8,28 Weeks Later,2007,212.0,R,Sci-Fi,Juan Carlos Fresnadillo,100,7.0,1,2.12
9,28 Weeks Later,2007,212.0,R,Thriller,Juan Carlos Fresnadillo,100,7.0,1,2.12
10,30 Days of Night,2007,67.0,R,Horror,David Slade,113,6.6,1,0.5929203539823009
11,30 Days of Night,2007,67.0,R,Thriller,David Slade,113,6.6,1,0.5929203539823009
12,300,2007,600.0,R,Action,Zack Snyder,117,7.7,1,5.128205128205129
13,300,2007,600.0,R,Fantasy,Zack Snyder,117,7.7,1,5.128205128205129
14,300,2007,600.0,R,History,Zack Snyder,117,7.7,1,5.128205128205129
15,300,2007,600.0,R,War,Zack Snyder,117,7.7,1,5.128205128205129
16,3:10 To Yuma,2007,45.0,R,Adventure,James Mangold,122,7.8,1,0.36885245901639346
17,3:10 To Yuma,2007,45.0,R,Crime,James Mangold,122,7.8,1,0.36885245901639346
18,3:10 To Yuma,2007,45.0,R,Drama,James Mangold,122,7.8,1,0.36885245901639346
19,3:10 To Yuma,2007,45.0,R,Western,James Mangold,122,7.8,1,0.36885245901639346
20,8MM,1999,1.0,R,Crime,Joel Schumacher,123,6.4,1,0.008130081300813009
21,8MM,1999,1.0,R,Mystery,Joel Schumacher,123,6.4,1,0.008130081300813009
22,8MM,1999,1.0,R,Thriller,Joel Schumacher,123,6.4,1,0.008130081300813009
23,A Better Tomorrow,1986,65.0,R,Action,John Woo,95,7.5,1,0.6842105263157895
24,A Better Tomorrow,1986,65.0,R,Crime,John Woo,95,7.5,1,0.6842105263157895
25,A Better Tomorrow,1986,65.0,R,Drama,John Woo,95,7.5,1,0.6842105263157895
26,A Better Tomorrow,1986,65.0,R,Thriller,John Woo,95,7.5,1,0.6842105263157895
27,A Better Tomorrow II,1987,199.0,R,Action,John Woo,105,7.3,1,1.8952380952380952
28,A Better Tomorrow II,1987,199.0,R,Crime,John Woo,105,7.3,1,1.8952380952380952
29,A Better Tomorrow II,1987,199.0,R,Drama,John Woo,105,7.3,1,1.8952380952380952
30,A Better Tomorrow II,1987,199.0,R,Thriller,John Woo,105,7.3,1,1.8952380952380952
31,A Bridge Too Far,1977,243.0,PG,Drama,Richard Attenborough,175,7.4,1,1.3885714285714286
32,A Bridge Too Far,1977,243.0,PG,History,Richard Attenborough,175,7.4,1,1.3885714285714286
33,A Bridge Too Far,1977,243.0,PG,War,Richard Attenborough,175,7.4,1,1.3885714285714286
34,A Christmas Story,1983,4.0,PG,Comedy,Bob Clark,94,8.1,1,0.0425531914893617
35,A Christmas Story,1983,4.0,PG,Family,Bob Clark,94,8.1,1,0.0425531914893617
36,A Clockwork Orange,1971,7.0,X,Crime,Stanley Kubrick,136,8.4,1,0.051470588235294115
37,A Clockwork Orange,1971,7.0,X,Drama,Stanley Kubrick,136,8.4,1,0.051470588235294115
38,A Clockwork Orange,1971,7.0,X,Sci-Fi,Stanley Kubrick,136,8.4,1,0.051470588235294115
39,A Fistful of Dollars,1964,109.0,M,Western,Sergio Leone,99,8.0,1,1.101010101010101
40,A Fistful of Dynamite,1971,471.0,PG,Adventure,Sergio Leone,138,7.7,1,3.4130434782608696
41,A Fistful of Dynamite,1971,471.0,PG,Western,Sergio Leone,138,7.7,1,3.4130434782608696
42,A History of Violence,2005,13.0,R,Crime,David Cronenberg,96,7.5,1,0.13541666666666666
43,A History of Violence,2005,13.0,R,Drama,David Cronenberg,96,7.5,1,0.13541666666666666
44,A History of Violence,2005,13.0,R,Thriller,David Cronenberg,96,7.5,1,0.13541666666666666
45,A Man Apart,2003,39.0,R,Action,F. Gary Gray,109,6.0,1,0.3577981651376147
46,A Man Apart,2003,39.0,R,Crime,F. Gary Gray,109,6.0,1,0.3577981651376147
47,A Man Apart,2003,39.0,R,Drama,F. Gary Gray,109,6.0,1,0.3577981651376147
48,A Man Apart,2003,39.0,R,Thriller,F. Gary Gray,109,6.0,1,0.3577981651376147
49,A Nightmare on Elm Street,1984,4.0,R,Horror,Wes Craven,91,7.5,1,0.04395604395604396
50,Above the Law,1988,18.0,R,Action,Andrew Davis,99,5.8,1,0.18181818181818182
51,Above the Law,1988,18.0,R,Crime,Andrew Davis,99,5.8,1,0.18181818181818182
52,Above the Law,1988,18.0,R,Drama,Andrew Davis,99,5.8,1,0.18181818181818182
53,Above the Law,1988,18.0,R,Thriller,Andrew Davis,99,5.8,1,0.18181818181818182
54,Action Jackson,1988,17.0,R,Action,Craig R. Baxley,96,4.9,1,0.17708333333333334
55,Action Jackson,1988,17.0,R,Comedy,Craig R. Baxley,96,4.9,1,0.17708333333333334
56,Action Jackson,1988,17.0,R,Crime,Craig R. Baxley,96,4.9,1,0.17708333333333334
57,Action Jackson,1988,17.0,R,Thriller,Craig R. Baxley,96,4.9,1,0.17708333333333334
58,Aeon Flux,2005,58.0,PG-13,Action,Karyn Kusama,93,5.4,1,0.6236559139784946
59,Aeon Flux,2005,58.0,PG-13,Sci-Fi,Karyn Kusama,93,5.4,1,0.6236559139784946
60,Air Force One,1997,54.0,R,Action,Wolfgang Petersen,124,6.4,1,0.43548387096774194
61,Air Force One,1997,54.0,R,Adventure,Wolfgang Petersen,124,6.4,1,0.43548387096774194
62,Air Force One,1997,54.0,R,Drama,Wolfgang Petersen,124,6.4,1,0.43548387096774194
63,Akira,1988,119.0,R,Animation,Katsuhiro Ohtomo,124,8.0,1,0.9596774193548387
64,Akira,1988,119.0,R,Horror,Katsuhiro Ohtomo,124,8.0,1,0.9596774193548387
65,Akira,1988,119.0,R,Sci-Fi,Katsuhiro Ohtomo,124,8.0,1,0.9596774193548387
66,Alexander,2005,119.0,R,Action,Oliver Stone,175,5.4,1,0.68
67,Alexander,2005,119.0,R,Adventure,Oliver Stone,175,5.4,1,0.68
68,Alexander,2005,119.0,R,Biography,Oliver Stone,175,5.4,1,0.68
69,Ali G Indahouse,2002,11.0,R,Comedy,Mark Mylod,85,6.1,1,0.12941176470588237
70,Alien,1979,1.0,R,Horror,Ridley Scott,117,8.5,1,0.008547008547008548
71,Alien,1979,1.0,R,Sci-Fi,Ridley Scott,117,8.5,1,0.008547008547008548
72,Aliens,1986,68.0,R,Action,James Cameron,137,8.5,1,0.49635036496350365
73,Aliens,1986,68.0,R,Adventure,James Cameron,137,8.5,1,0.49635036496350365
74,Aliens,1986,68.0,R,Sci-Fi,James Cameron,137,8.5,1,0.49635036496350365
75,Aliens vs. Predator: Requiem,2007,5.0,R,Action,Colin Strause|Greg Strause,94,4.7,1,0.05319148936170213
76,Aliens vs. Predator: Requiem,2007,5.0,R,Horror,Colin Strause|Greg Strause,94,4.7,1,0.05319148936170213
77,Aliens vs. Predator: Requiem,2007,5.0,R,Sci-Fi,Colin Strause|Greg Strause,94,4.7,1,0.05319148936170213
78,Aliens vs. Predator: Requiem,2007,5.0,R,Thriller,Colin Strause|Greg Strause,94,4.7,1,0.05319148936170213
79,Alpha Dog,2007,3.0,R,Biography,Nick Cassavetes,122,6.9,1,0.02459016393442623
80,Alpha Dog,2007,3.0,R,Crime,Nick Cassavetes,122,6.9,1,0.02459016393442623
81,Alpha Dog,2007,3.0,R,Drama,Nick Cassavetes,122,6.9,1,0.02459016393442623
82,Altered States,1980,5.0,R,Drama,Ken Russell,102,6.9,1,0.049019607843137254
83,Altered States,1980,5.0,R,Fantasy,Ken Russell,102,6.9,1,0.049019607843137254
84,Altered States,1980,5.0,R,Horror,Ken Russell,102,6.9,1,0.049019607843137254
85,Altered States,1980,5.0,R,Sci-Fi,Ken Russell,102,6.9,1,0.049019607843137254
86,Altered States,1980,5.0,R,Thriller,Ken Russell,102,6.9,1,0.049019607843137254
87,American Gangster,2007,15.0,R,Biography,Ridley Scott,157,7.8,1,0.09554140127388536
88,American Gangster,2007,15.0,R,Crime,Ridley Scott,157,7.8,1,0.09554140127388536
89,American Gangster,2007,15.0,R,Drama,Ridley Scott,157,7.8,1,0.09554140127388536
90,American Ninja,1985,114.0,R,Action,Sam Firstenberg,95,5.1,1,1.2
91,American Ninja,1985,114.0,R,Adventure,Sam Firstenberg,95,5.1,1,1.2
92,American Ninja,1985,114.0,R,Romance,Sam Firstenberg,95,5.1,1,1.2
93,American Ninja,1985,114.0,R,Sport,Sam Firstenberg,95,5.1,1,1.2
94,American Pop,1981,61.0,R,Animation,Ralph Bakshi,96,6.9,1,0.6354166666666666
95,American Pop,1981,61.0,R,Drama,Ralph Bakshi,96,6.9,1,0.6354166666666666
96,American Pop,1981,61.0,R,Music,Ralph Bakshi,96,6.9,1,0.6354166666666666
97,American Psycho,2000,18.0,R,Crime,Mary Harron,102,7.6,1,0.17647058823529413
98,American Psycho,2000,18.0,R,Drama,Mary Harron,102,7.6,1,0.17647058823529413
99,American Yakuza,1993,53.0,R,Action,Frank A. Cappello,96,5.7,1,0.5520833333333334
100,American Yakuza,1993,53.0,R,Crime,Frank A. Cappello,96,5.7,1,0.5520833333333334
101,American Yakuza,1993,53.0,R,Drama,Frank A. Cappello,96,5.7,1,0.5520833333333334
102,American Yakuza,1993,53.0,R,Thriller,Frank A. Cappello,96,5.7,1,0.5520833333333334
103,Another Day In Paradise,1997,9.0,R,Crime,Larry Clark,101,6.5,1,0.0891089108910891
104,Another Day In Paradise,1997,9.0,R,Drama,Larry Clark,101,6.5,1,0.0891089108910891
105,Another Day In Paradise,1997,9.0,R,Thriller,Larry Clark,101,6.5,1,0.0891089108910891
106,Apocalypse Now,1979,62.0,R,Drama,Francis Ford Coppola,153,8.5,1,0.40522875816993464
107,Apocalypse Now,1979,62.0,R,War,Francis Ford Coppola,153,8.5,1,0.40522875816993464
108,Apocalypto,2006,114.0,R,Action,Mel Gibson,139,7.8,1,0.8201438848920863
109,Apocalypto,2006,114.0,R,Adventure,Mel Gibson,139,7.8,1,0.8201438848920863
110,Apocalypto,2006,114.0,R,Drama,Mel Gibson,139,7.8,1,0.8201438848920863
111,Apocalypto,2006,114.0,R,Thriller,Mel Gibson,139,7.8,1,0.8201438848920863
112,Appaloosa,2008,10.0,R,Crime,Ed Harris,115,6.8,1,0.08695652173913043
113,Appaloosa,2008,10.0,R,Drama,Ed Harris,115,6.8,1,0.08695652173913043
114,Appaloosa,2008,10.0,R,Western,Ed Harris,115,6.8,1,0.08695652173913043
115,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,67.0,R,Animation,Matt Maiellaro|Dave Willis,86,6.8,1,0.7790697674418605
116,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,67.0,R,Action,Matt Maiellaro|Dave Willis,86,6.8,1,0.7790697674418605
117,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,67.0,R,Adventure,Matt Maiellaro|Dave Willis,86,6.8,1,0.7790697674418605
118,Armageddon,1998,16.0,PG-13,Action,Michael Bay,151,6.5,1,0.10596026490066225
119,Armageddon,1998,16.0,PG-13,Adventure,Michael Bay,151,6.5,1,0.10596026490066225
120,Armageddon,1998,16.0,PG-13,Sci-Fi,Michael Bay,151,6.5,1,0.10596026490066225
121,Armageddon,1998,16.0,PG-13,Thriller,Michael Bay,151,6.5,1,0.10596026490066225
122,Assault On Precinct 13,1976,39.0,R,Action,John Carpenter,91,7.4,1,0.42857142857142855
123,Assault On Precinct 13,1976,39.0,R,Crime,John Carpenter,91,7.4,1,0.42857142857142855
124,Assault On Precinct 13,1976,39.0,R,Thriller,John Carpenter,91,7.4,1,0.42857142857142855
125,Assault On Precinct 13,2005,21.0,R,Action,Jean-Francois Richet,109,6.3,1,0.1926605504587156
126,Assault On Precinct 13,2005,21.0,R,Drama,Jean-Francois Richet,109,6.3,1,0.1926605504587156
127,Assault On Precinct 13,2005,21.0,R,Crime,Jean-Francois Richet,109,6.3,1,0.1926605504587156
128,Assault On Precinct 13,2005,21.0,R,Thriller,Jean-Francois Richet,109,6.3,1,0.1926605504587156
129,Atonement,2007,34.0,R,Drama,Joe Wright,123,7.8,1,0.2764227642276423
130,Atonement,2007,34.0,R,Mystery,Joe Wright,123,7.8,1,0.2764227642276423
131,Atonement,2007,34.0,R,Romance,Joe Wright,123,7.8,1,0.2764227642276423
132,Atonement,2007,34.0,R,War,Joe Wright,123,7.8,1,0.2764227642276423
133,Austin Powers in Goldmember,2002,6.0,PG-13,Action,Jay Roach,94,6.1,1,0.06382978723404255
134,Austin Powers in Goldmember,2002,6.0,PG-13,Comedy,Jay Roach,94,6.1,1,0.06382978723404255
135,Austin Powers in Goldmember,2002,6.0,PG-13,Crime,Jay Roach,94,6.1,1,0.06382978723404255
136,Bad Boys,1995,30.0,R,Action,Michael Bay,118,6.7,1,0.2542372881355932
137,Bad Boys,1995,30.0,R,Comedy,Michael Bay,118,6.7,1,0.2542372881355932
138,Bad Boys,1995,30.0,R,Crime,Michael Bay,118,6.7,1,0.2542372881355932
139,Bad Boys,1995,30.0,R,Drama,Michael Bay,118,6.7,1,0.2542372881355932
140,Bad Boys,1995,30.0,R,Thriller,Michael Bay,118,6.7,1,0.2542372881355932
141,Bad Boys II,2003,63.0,R,Action,Michael Bay,147,6.4,1,0.42857142857142855
142,Bad Boys II,2003,63.0,R,Comedy,Michael Bay,147,6.4,1,0.42857142857142855
143,Bad Boys II,2003,63.0,R,Crime,Michael Bay,147,6.4,1,0.42857142857142855
144,Bad Boys II,2003,63.0,R,Thriller,Michael Bay,147,6.4,1,0.42857142857142855
145,Bangkok Dangerous,2008,38.0,R,Action,Oxide Pang Chun|Danny Pang,99,5.4,1,0.3838383838383838
146,Bangkok Dangerous,2008,38.0,R,Crime,Oxide Pang Chun|Danny Pang,99,5.4,1,0.3838383838383838
147,Bangkok Dangerous,2008,38.0,R,Thriller,Oxide Pang Chun|Danny Pang,99,5.4,1,0.3838383838383838
148,Barton Fink,1991,3.0,R,Drama,Joel Coen|Ethan Coen,116,7.7,1,0.02586206896551724
149,Barton Fink,1991,3.0,R,Mystery,Joel Coen|Ethan Coen,116,7.7,1,0.02586206896551724
150,Batman,1989,56.0,PG-13,Action,Tim Burton,126,7.6,1,0.4444444444444444
151,Batman,1989,56.0,PG-13,Thriller,Tim Burton,126,7.6,1,0.4444444444444444
152,Batman Begins,2005,18.0,PG-13,Action,Christopher Nolan,140,8.3,1,0.12857142857142856
153,Batman Begins,2005,18.0,PG-13,Adventure,Christopher Nolan,140,8.3,1,0.12857142857142856
154,Batman Begins,2005,18.0,PG-13,Crime,Christopher Nolan,140,8.3,1,0.12857142857142856
155,Batman Begins,2005,18.0,PG-13,Drama,Christopher Nolan,140,8.3,1,0.12857142857142856
156,Batman Returns,1992,18.0,PG-13,Action,Tim Burton,126,6.9,1,0.14285714285714285
157,Batman Returns,1992,18.0,PG-13,Fantasy,Tim Burton,126,6.9,1,0.14285714285714285
158,Battlefield Earth,2000,51.0,PG-13,Action,Roger Christian,118,2.4,1,0.4322033898305085
159,Battlefield Earth,2000,51.0,PG-13,Sci-Fi,Roger Christian,118,2.4,1,0.4322033898305085
160,Behind Enemy Lines,2001,96.0,PG-13,Action,John Moore,106,6.3,1,0.9056603773584906
161,Behind Enemy Lines,2001,96.0,PG-13,War,John Moore,106,6.3,1,0.9056603773584906
162,Behind Enemy Lines,2001,96.0,PG-13,Drama,John Moore,106,6.3,1,0.9056603773584906
163,Beowulf,2007,51.0,PG-13,Animation,Robert Zemeckis,115,6.3,1,0.4434782608695652
164,Beowulf,2007,51.0,PG-13,Action,Robert Zemeckis,115,6.3,1,0.4434782608695652
165,Beowulf,2007,51.0,PG-13,Adventure,Robert Zemeckis,115,6.3,1,0.4434782608695652
166,Big Trouble In Little China,1986,46.0,PG-13,Action,John Carpenter,99,7.2,1,0.46464646464646464
167,Big Trouble In Little China,1986,46.0,PG-13,Adventure,John Carpenter,99,7.2,1,0.46464646464646464
168,Big Trouble In Little China,1986,46.0,PG-13,Comedy,John Carpenter,99,7.2,1,0.46464646464646464
169,Big Trouble In Little China,1986,46.0,PG-13,Fantasy,John Carpenter,99,7.2,1,0.46464646464646464
170,Black Dynamite,2009,66.0,R,Action,Scott Sanders,84,7.3,1,0.7857142857142857
171,Black Dynamite,2009,66.0,R,Comedy,Scott Sanders,84,7.3,1,0.7857142857142857
172,Black Hawk Down,2001,135.0,R,Drama,Ridley Scott,144,7.7,1,0.9375
173,Black Hawk Down,2001,135.0,R,History,Ridley Scott,144,7.7,1,0.9375
174,Black Hawk Down,2001,135.0,R,War,Ridley Scott,144,7.7,1,0.9375
175,Blade,1998,111.0,R,Action,Stephen Norrington,120,7.1,1,0.925
176,Blade,1998,111.0,R,Fantasy,Stephen Norrington,120,7.1,1,0.925
177,Blade,1998,111.0,R,Horror,Stephen Norrington,120,7.1,1,0.925
178,Blade II,2002,98.0,R,Action,Guillermo del Toro,117,6.6,1,0.8376068376068376
179,Blade II,2002,98.0,R,Horror,Guillermo del Toro,117,6.6,1,0.8376068376068376
180,Blade II,2002,98.0,R,Sci-Fi,Guillermo del Toro,117,6.6,1,0.8376068376068376
181,Blade II,2002,98.0,R,Thriller,Guillermo del Toro,117,6.6,1,0.8376068376068376
182,Blade Runner,1982,5.0,R,Drama,Ridley Scott,117,8.2,1,0.042735042735042736
183,Blade Runner,1982,5.0,R,Sci-Fi,Ridley Scott,117,8.2,1,0.042735042735042736
184,Blade Runner,1982,5.0,R,Thriller,Ridley Scott,117,8.2,1,0.042735042735042736
185,Blade: Trinity,2004,140.0,R,Action,David S. Goyer,113,5.8,1,1.238938053097345
186,Blade: Trinity,2004,140.0,R,Adventure,David S. Goyer,113,5.8,1,1.238938053097345
187,Blade: Trinity,2004,140.0,R,Fantasy,David S. Goyer,113,5.8,1,1.238938053097345
188,Blade: Trinity,2004,140.0,R,Horror,David S. Goyer,113,5.8,1,1.238938053097345
189,Blade: Trinity,2004,140.0,R,Sci-Fi,David S. Goyer,113,5.8,1,1.238938053097345
190,Blade: Trinity,2004,140.0,R,Thriller,David S. Goyer,113,5.8,1,1.238938053097345
191,Blood Diamond,2006,187.0,R,Adventure,Edward Zwick,143,8.0,1,1.3076923076923077
192,Blood Diamond,2006,187.0,R,Drama,Edward Zwick,143,8.0,1,1.3076923076923077
193,Blood Diamond,2006,187.0,R,Thriller,Edward Zwick,143,8.0,1,1.3076923076923077
194,Blood and Chocolate,2007,256.0,PG-13,Drama,Katja von Garnier,98,5.3,1,2.6122448979591835
195,Blood and Chocolate,2007,256.0,PG-13,Fantasy,Katja von Garnier,98,5.3,1,2.6122448979591835
196,Blood and Chocolate,2007,256.0,PG-13,Horror,Katja von Garnier,98,5.3,1,2.6122448979591835
197,BloodRayne,2006,102.0,R,Action,Uwe Boll,95,2.8,1,1.0736842105263158
198,BloodRayne,2006,102.0,R,Adventure,Uwe Boll,95,2.8,1,1.0736842105263158
199,BloodRayne,2006,102.0,R,Fantasy,Uwe Boll,95,2.8,1,1.0736842105263158
200,BloodRayne,2006,102.0,R,Horror,Uwe Boll,95,2.8,1,1.0736842105263158
201,Braindead,1992,72.0,R,Comedy,Peter Jackson,104,7.6,1,0.6923076923076923
202,Braindead,1992,72.0,R,Horror,Peter Jackson,104,7.6,1,0.6923076923076923
203,Braveheart,1995,184.0,R,Action,Mel Gibson,177,8.4,1,1.03954802259887
204,Braveheart,1995,184.0,R,Biography,Mel Gibson,177,8.4,1,1.03954802259887
205,Braveheart,1995,184.0,R,Drama,Mel Gibson,177,8.4,1,1.03954802259887
206,Braveheart,1995,184.0,R,History,Mel Gibson,177,8.4,1,1.03954802259887
207,Braveheart,1995,184.0,R,War,Mel Gibson,177,8.4,1,1.03954802259887
208,Brazil,1985,25.0,R,Drama,Terry Gilliam,132,8.0,1,0.1893939393939394
209,Brazil,1985,25.0,R,Fantasy,Terry Gilliam,132,8.0,1,0.1893939393939394
210,Brazil,1985,25.0,R,Sci-Fi,Terry Gilliam,132,8.0,1,0.1893939393939394
211,Bridge of Dragons,1999,109.0,R,Action,Isaac Florentine,92,4.4,1,1.184782608695652
212,Bridge of Dragons,1999,109.0,R,Romance,Isaac Florentine,92,4.4,1,1.184782608695652
213,Bridge of Dragons,1999,109.0,R,Sci-Fi,Isaac Florentine,92,4.4,1,1.184782608695652
214,Bridge of Dragons,1999,109.0,R,Thriller,Isaac Florentine,92,4.4,1,1.184782608695652
215,Broken Arrow,1996,25.0,R,Action,John Woo,108,5.9,1,0.23148148148148148
216,Broken Arrow,1996,25.0,R,Adventure,John Woo,108,5.9,1,0.23148148148148148
217,Broken Arrow,1996,25.0,R,Thriller,John Woo,108,5.9,1,0.23148148148148148
218,Brotherhood of the Wolf,2001,40.0,R,Action,Christophe Gans,142,7.0,1,0.28169014084507044
219,Brotherhood of the Wolf,2001,40.0,R,Adventure,Christophe Gans,142,7.0,1,0.28169014084507044
220,Brotherhood of the Wolf,2001,40.0,R,History,Christophe Gans,142,7.0,1,0.28169014084507044
221,Buffalo Soldiers,2001,16.0,R,Comedy,Gregor Jordan,98,6.8,1,0.16326530612244897
222,Buffalo Soldiers,2001,16.0,R,Crime,Gregor Jordan,98,6.8,1,0.16326530612244897
223,Buffalo Soldiers,2001,16.0,R,Drama,Gregor Jordan,98,6.8,1,0.16326530612244897
224,Buffalo Soldiers,2001,16.0,R,Thriller,Gregor Jordan,98,6.8,1,0.16326530612244897
225,Buffalo Soldiers,2001,16.0,R,War,Gregor Jordan,98,6.8,1,0.16326530612244897
226,Bullet in the Head,1990,214.0,Unrated,Crime,John Woo,136,7.6,1,1.5735294117647058
227,Bullet in the Head,1990,214.0,Unrated,Drama,John Woo,136,7.6,1,1.5735294117647058
228,Bullet in the Head,1990,214.0,Unrated,Thriller,John Woo,136,7.6,1,1.5735294117647058
229,Bulletproof Monk,2003,37.0,PG-13,Action,Paul Hunter,104,5.4,1,0.3557692307692308
230,Bulletproof Monk,2003,37.0,PG-13,Comedy,Paul Hunter,104,5.4,1,0.3557692307692308
231,Bulletproof Monk,2003,37.0,PG-13,Fantasy,Paul Hunter,104,5.4,1,0.3557692307692308
232,Cabin Fever,2002,19.0,R,Horror,Eli Roth,93,5.5,1,0.20430107526881722
233,Cabin Fever,2002,19.0,R,Sci-Fi,Eli Roth,93,5.5,1,0.20430107526881722
234,Casino,1995,25.0,R,Biography,Martin Scorsese,178,8.2,1,0.1404494382022472
235,Casino,1995,25.0,R,Crime,Martin Scorsese,178,8.2,1,0.1404494382022472
236,Casino,1995,25.0,R,Drama,Martin Scorsese,178,8.2,1,0.1404494382022472
237,Casino Royale,2006,54.0,PG-13,Action,Martin Campbell,144,7.9,1,0.375
238,Casino Royale,2006,54.0,PG-13,Crime,Martin Campbell,144,7.9,1,0.375
239,Casino Royale,2006,54.0,PG-13,Thriller,Martin Campbell,144,7.9,1,0.375
240,Charlie Wilson's War,2007,22.0,R,Biography,Mike Nichols,102,7.1,1,0.21568627450980393
241,Charlie Wilson's War,2007,22.0,R,Comedy,Mike Nichols,102,7.1,1,0.21568627450980393
242,Charlie Wilson's War,2007,22.0,R,Drama,Mike Nichols,102,7.1,1,0.21568627450980393
243,Charlie Wilson's War,2007,22.0,R,History,Mike Nichols,102,7.1,1,0.21568627450980393
244,Charlie's Angels: Full Throttle,2003,39.0,PG-13,Action,McG,106,4.7,1,0.36792452830188677
245,Charlie's Angels: Full Throttle,2003,39.0,PG-13,Adventure,McG,106,4.7,1,0.36792452830188677
246,Charlie's Angels: Full Throttle,2003,39.0,PG-13,Comedy,McG,106,4.7,1,0.36792452830188677
247,Charlie's Angels: Full Throttle,2003,39.0,PG-13,Crime,McG,106,4.7,1,0.36792452830188677
248,Children of Men,2006,77.0,R,Adventure,Alfonso Cuaron,109,7.9,1,0.7064220183486238
249,Children of Men,2006,77.0,R,Drama,Alfonso Cuaron,109,7.9,1,0.7064220183486238
250,Children of Men,2006,77.0,R,Sci-Fi,Alfonso Cuaron,109,7.9,1,0.7064220183486238
251,Children of Men,2006,77.0,R,Thriller,Alfonso Cuaron,109,7.9,1,0.7064220183486238
252,Chimes at Midnight,1965,148.0,Unrated,Comedy,Orson Welles,115,7.9,1,1.2869565217391303
253,Chimes at Midnight,1965,148.0,Unrated,Drama,Orson Welles,115,7.9,1,1.2869565217391303
254,Chimes at Midnight,1965,148.0,Unrated,War,Orson Welles,115,7.9,1,1.2869565217391303
255,Christine,1983,6.0,R,Drama,John Carpenter,110,6.5,1,0.05454545454545454
256,Christine,1983,6.0,R,Horror,John Carpenter,110,6.5,1,0.05454545454545454
257,Christine,1983,6.0,R,Mystery,John Carpenter,110,6.5,1,0.05454545454545454
258,Christine,1983,6.0,R,Thriller,John Carpenter,110,6.5,1,0.05454545454545454
259,"Chronicles of Narnia: The Lion, the Witch & the Wardrobe",2005,86.0,PG,Adventure,Andrew Adamson,143,6.8,1,0.6013986013986014
260,"Chronicles of Narnia: The Lion, the Witch & the Wardrobe",2005,86.0,PG,Family,Andrew Adamson,143,6.8,1,0.6013986013986014
261,"Chronicles of Narnia: The Lion, the Witch & the Wardrobe",2005,86.0,PG,Fantasy,Andrew Adamson,143,6.8,1,0.6013986013986014
262,Circus,2000,8.0,R,Crime,Rob Walker,95,5.7,1,0.08421052631578947
263,Circus,2000,8.0,R,Thriller,Rob Walker,95,5.7,1,0.08421052631578947
264,Circus,2000,8.0,R,Drama,Rob Walker,95,5.7,1,0.08421052631578947
265,City of God,2002,60.0,R,Crime,Fernando Meirelles|Katia Lund,130,8.7,1,0.46153846153846156
266,City of God,2002,60.0,R,Drama,Fernando Meirelles|Katia Lund,130,8.7,1,0.46153846153846156
267,Class of 1999,1990,43.0,R,Action,Mark L. Lester,99,5.5,1,0.43434343434343436
268,Class of 1999,1990,43.0,R,Horror,Mark L. Lester,99,5.5,1,0.43434343434343436
269,Class of 1999,1990,43.0,R,Sci-Fi,Mark L. Lester,99,5.5,1,0.43434343434343436
270,Clear & Present Danger,1994,41.0,PG-13,Action,Phillip Noyce,141,6.9,1,0.2907801418439716
271,Clear & Present Danger,1994,41.0,PG-13,Drama,Phillip Noyce,141,6.9,1,0.2907801418439716
272,Clear & Present Danger,1994,41.0,PG-13,Thriller,Phillip Noyce,141,6.9,1,0.2907801418439716
273,Cloverfield,2008,27.0,PG-13,Action,Matt Reeves,85,7.1,1,0.3176470588235294
274,Cloverfield,2008,27.0,PG-13,Sci-Fi,Matt Reeves,85,7.1,1,0.3176470588235294
275,Cloverfield,2008,27.0,PG-13,Thriller,Matt Reeves,85,7.1,1,0.3176470588235294
276,Collateral,2004,17.0,R,Crime,Michael Mann,120,7.6,1,0.14166666666666666
277,Collateral,2004,17.0,R,Drama,Michael Mann,120,7.6,1,0.14166666666666666
278,Collateral,2004,17.0,R,Thriller,Michael Mann,120,7.6,1,0.14166666666666666
279,Collateral Damage,2002,90.0,R,Action,Andrew Davis,108,5.4,1,0.8333333333333334
280,Collateral Damage,2002,90.0,R,Drama,Andrew Davis,108,5.4,1,0.8333333333333334
281,Collateral Damage,2002,90.0,R,Thriller,Andrew Davis,108,5.4,1,0.8333333333333334
